index,Index,Label,unit,start,last,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CUUR0000SAH      ,CUUR0000SAH      ,"Housing in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,32.0,34.0,36.4,38.0,39.4,41.2,45.8,50.7,53.8,57.4,62.4,70.1,81.1,90.4,96.9,99.5,103.6,107.7,110.9,114.2,118.5,123.0,128.5,133.6,137.5,141.2,144.8,148.5,152.8,156.8,160.4,163.9,169.6,176.4,180.3,184.8,189.5,195.7,203.2,209.58599999999998,216.264,217.05700000000002,216.25599999999997,219.102,222.715,227.351,233.215,238.06,243.97299999999998,251.229,258.478,265.952,271.77299999999997
CUUR0000SAH1     ,CUUR0000SAH1     ,"Shelter in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,22.5,22.7,23.1,24.0,24.5,24.7,25.2,25.4,25.8,26.1,26.5,27.0,27.8,28.8,30.1,32.6,35.5,37.0,38.7,40.5,44.4,48.8,51.5,54.9,60.5,68.9,81.0,90.5,96.9,99.1,104.0,109.8,115.8,121.3,127.1,132.8,140.0,146.3,151.2,155.7,160.5,165.7,171.0,176.3,182.1,187.3,193.4,200.6,208.1,213.1,218.8,224.4,232.1,240.611,246.666,249.354,248.396,251.646,257.08299999999997,263.056,270.513,278.803,288.23,297.803,307.663,318.053,325.88599999999997
CUUR0000SAH2     ,CUUR0000SAH2     ,"Fuels and utilities in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,22.6,23.0,23.6,24.3,24.8,25.4,26.0,26.3,26.3,26.6,26.6,26.6,26.7,27.1,27.4,28.0,29.1,31.1,32.5,34.3,40.7,45.4,49.4,54.7,58.5,64.8,75.4,86.4,94.9,100.2,104.8,106.5,104.1,103.0,104.4,107.8,111.6,115.3,117.8,121.3,122.8,123.7,127.5,130.8,128.5,128.8,137.9,150.2,143.6,154.5,161.9,179.0,194.7,200.632,220.018,210.696,214.187,220.36700000000002,218.986,225.207,234.58900000000003,230.12900000000002,228.855,237.315,241.554,242.59799999999998,243.949
CUUR0000SAH21    ,CUUR0000SAH21    ,"Household energy in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,21.7,22.1,23.1,24.7,25.7,27.5,34.4,39.4,43.3,49.0,53.0,61.3,74.8,87.2,95.6,100.5,104.0,104.5,99.2,97.3,98.0,100.9,104.5,106.7,108.1,111.2,111.7,111.5,115.2,117.9,113.7,113.5,122.8,135.4,127.2,138.2,144.4,161.6,177.1,181.74400000000003,200.808,188.113,189.28599999999997,193.648,189.308,193.84,202.192,194.667,191.05,198.308,200.826,200.042,199.488
CUUR0000SAH3     ,CUUR0000SAH3     ,"Household furnishings and operations in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,43.6,45.2,46.8,48.6,49.7,51.1,56.8,63.4,67.3,70.4,74.7,79.9,86.3,93.0,98.0,100.2,101.9,103.8,105.2,107.1,109.4,111.2,113.3,116.0,118.0,119.3,121.0,123.0,124.7,125.4,126.6,126.7,128.2,129.1,128.3,126.1,125.5,126.1,127.0,126.875,127.8,128.701,125.49,124.943,125.749,124.765,123.147,122.604,121.615,120.71600000000001,121.566,123.79700000000001,125.926
CUUR0000SAH31    ,CUUR0000SAH31    ,"Household furnishings and supplies in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.443,97.715,98.01899999999999,96.741,94.646,93.348,91.73899999999999,90.226,89.74600000000002,90.757,91.963
CUUR0000SEHA     ,CUUR0000SEHA     ,"Rent of primary residence in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1913-M13,2021-M11,21.0,21.0,21.1,21.3,21.2,21.5,23.3,27.4,31.5,32.4,33.2,34.4,34.6,34.2,33.7,32.9,32.1,31.2,29.6,26.5,22.9,21.4,21.4,21.9,22.9,23.7,23.7,23.7,24.2,24.7,24.7,24.8,24.8,25.0,25.8,27.5,28.7,29.7,30.9,32.2,33.9,35.1,35.6,36.3,37.0,37.6,38.2,38.7,39.2,39.7,40.1,40.5,40.9,41.5,42.2,43.3,44.7,46.5,48.7,50.4,52.5,55.2,58.0,61.1,64.8,69.3,74.3,80.9,87.9,94.6,100.1,105.3,111.8,118.3,123.1,127.8,132.8,138.4,143.3,146.9,150.3,154.0,157.8,162.0,166.7,172.1,177.5,183.9,192.1,199.7,205.5,211.0,217.3,225.1,234.679,243.271,248.812,249.385,253.638,260.367,267.725,276.16200000000003,286.032,296.82,308.143,319.289,331.124,341.468
CUUR0000SEHB     ,CUUR0000SEHB     ,"Lodging away from home in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,112.3,117.5,118.6,118.3,119.3,125.9,130.3,136.0,142.813,143.664,134.243,133.656,137.401,140.52100000000002,142.439,148.452,153.003,158.08,159.387,161.072,165.888,148.916
CUUR0000SEHB01   ,CUUR0000SEHB01   ,"Housing at school, excluding board in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,108.7,116.7,123.3,131.6,140.0,149.9,159.8,169.8,181.0,189.0,197.1,205.5,213.9,223.9,233.5,243.6,253.8,265.4,280.2,296.8,315.4,335.1,352.7,371.121,388.834,408.38800000000003,427.075,444.473,462.03,479.853,494.574,508.371,523.217,537.05,549.034,562.179,575.056
CUUR0000SEHB02   ,CUUR0000SEHB02   ,"Other lodging away from home including hotels and motels in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,28.8,31.0,33.7,35.1,35.8,37.4,40.2,43.1,46.7,50.5,57.5,66.4,75.8,84.5,94.2,99.0,106.8,114.2,118.4,125.7,132.9,138.4,152.5,174.1,184.2,189.4,195.1,203.1,213.7,224.1,234.5,241.2,252.4,254.0,251.4,252.2,265.3,274.2,285.6,299.905,300.97,279.215,280.431,287.435,292.577,294.836,307.782,317.4170000000001,325.335,327.14799999999997,329.406,339.5130000000001,299.197
